Unnamed: 0,User_ID,Age,Gender,Location,Income,Interests,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Product_Category_Preference,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription,Activity_Score,Value_Level,Activity_Level,AOV_Level,Age_Group,Login_Frequency_Group,Time_Group,Behavior_Pattern,Purchase_Freq_Group,Cluster,Cluster_Name
132,133,31,Female,Suburban,30258,Fashion,19,0,99,4275,Apparel,368,5,True,0.3615860901956776,高价值,低活跃,中客单,26-35岁,14-21天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
133,134,20,Female,Rural,77775,Travel,4,5,185,3409,Books,84,35,False,0.6030224978138167,中高价值,高活跃,高客单,18-25岁,7天内登录,2小时内,高频短停留,中频(3-5次),3,高价值活跃用户
134,135,18,Female,Urban,101580,Fashion,2,0,30,1082,Books,143,10,False,0.5061771887386006,中低价值,中活跃,低客单,18-25岁,7天内登录,2-5小时,高频短停留,低频(0-2次),1,低价值用户
135,136,22,Male,Rural,114947,Technology,9,5,63,3543,Books,352,19,False,0.5726203536506421,中高价值,高活跃,低客单,18-25岁,7-14天,5小时以上,其他模式,中频(3-5次),3,高价值活跃用户
136,137,43,Male,Urban,25469,Travel,10,2,193,2633,Apparel,545,37,False,0.7661522037863558,中等价值,高活跃,高客单,36-45岁,7-14天,5小时以上,其他模式,低频(0-2次),1,低价值用户
137,138,31,Female,Rural,48854,Fashion,28,7,112,793,Home & Kitchen,152,7,False,0.14565068765402656,低价值,低活跃,中客单,26-35岁,21-30天,2-5小时,其他模式,高频(6-8次),0,频次型用户
138,139,56,Male,Rural,26256,Sports,11,5,68,4220,Apparel,158,46,True,0.6140978728720203,高价值,高活跃,低客单,55岁以上,7-14天,2-5小时,其他模式,中频(3-5次),3,高价值活跃用户
139,140,44,Male,Suburban,144086,Sports,14,0,81,255,Home & Kitchen,446,35,True,0.6509913347642897,低价值,高活跃,中客单,36-45岁,7-14天,5小时以上,其他模式,低频(0-2次),1,低价值用户
140,141,26,Male,Urban,96256,Technology,7,4,188,3688,Home & Kitchen,303,45,False,0.7339297922841925,中高价值,高活跃,高客单,26-35岁,7天内登录,5小时以上,其他模式,中频(3-5次),3,高价值活跃用户
141,142,32,Female,Suburban,53937,Travel,23,7,29,1912,Books,450,13,False,0.3983007961114329,中低价值,低活跃,低客单,26-35岁,21-30天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
142,143,32,Female,Urban,119134,Travel,15,2,121,4214,Apparel,224,10,True,0.37341146809308035,高价值,低活跃,中客单,26-35岁,14-21天,2-5小时,其他模式,低频(0-2次),2,高客单用户
143,144,43,Male,Rural,21651,Travel,22,5,68,1507,Home & Kitchen,43,2,True,0.14044745778110912,中低价值,低活跃,低客单,36-45岁,21-30天,2小时内,其他模式,中频(3-5次),0,频次型用户
144,145,59,Female,Rural,70288,Technology,19,4,80,1316,Health & Beauty,264,6,False,0.3156217278230157,中低价值,低活跃,中客单,55岁以上,14-21天,2-5小时,其他模式,中频(3-5次),1,低价值用户
145,146,30,Male,Urban,104730,Travel,22,5,146,1510,Home & Kitchen,3,8,True,0.15714876267702407,中低价值,低活跃,高客单,26-35岁,21-30天,2小时内,其他模式,中频(3-5次),0,频次型用户
146,147,49,Male,Suburban,45051,Sports,15,9,118,3597,Health & Beauty,268,36,True,0.5546318694422677,中高价值,中活跃,中客单,46-55岁,14-21天,2-5小时,其他模式,极高频(9-10次),3,高价值活跃用户
147,148,56,Male,Suburban,47386,Fashion,28,0,138,4472,Apparel,596,25,False,0.4782253869828399,高价值,中活跃,高客单,55岁以上,21-30天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
148,149,49,Male,Suburban,95054,Sports,24,6,166,4940,Apparel,16,44,True,0.35740111069469527,高价值,低活跃,高客单,46-55岁,21-30天,2小时内,其他模式,高频(6-8次),2,高客单用户
149,150,21,Female,Suburban,131562,Sports,8,8,65,651,Apparel,334,47,True,0.7483672333708107,低价值,高活跃,低客单,18-25岁,7-14天,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
150,151,47,Female,Rural,36184,Fashion,11,1,44,3494,Home & Kitchen,464,40,True,0.7306186047039851,中高价值,高活跃,低客单,46-55岁,7-14天,5小时以上,其他模式,低频(0-2次),2,高客单用户
151,152,54,Female,Rural,53787,Sports,29,9,132,1276,Electronics,59,7,True,0.08573972493838937,中低价值,低活跃,中客单,46-55岁,21-30天,2小时内,其他模式,极高频(9-10次),0,频次型用户
152,153,40,Male,Rural,41621,Technology,9,4,140,4834,Home & Kitchen,177,46,False,0.650280399304964,高价值,高活跃,高客单,36-45岁,7-14天,2-5小时,其他模式,中频(3-5次),2,高客单用户
153,154,56,Male,Rural,95564,Fashion,15,9,113,4432,Home & Kitchen,63,23,True,0.37236891417668905,高价值,低活跃,中客单,55岁以上,14-21天,2小时内,其他模式,极高频(9-10次),3,高价值活跃用户
154,155,62,Male,Rural,97984,Sports,1,3,16,1097,Books,561,19,False,0.7839614777463574,中低价值,高活跃,低客单,55岁以上,7天内登录,5小时以上,其他模式,中频(3-5次),1,低价值用户
155,156,32,Female,Suburban,79792,Food,1,5,36,4176,Books,307,46,True,0.822055580161948,高价值,高活跃,低客单,26-35岁,7天内登录,5小时以上,其他模式,中频(3-5次),3,高价值活跃用户
156,157,60,Male,Suburban,65253,Sports,19,5,10,2831,Home & Kitchen,246,22,False,0.40456588645474884,中等价值,低活跃,低客单,55岁以上,14-21天,2-5小时,其他模式,中频(3-5次),0,频次型用户
157,158,46,Female,Suburban,54051,Technology,3,1,181,4037,Health & Beauty,289,13,False,0.5843330721270145,中高价值,高活跃,高客单,46-55岁,7天内登录,2-5小时,高频短停留,低频(0-2次),2,高客单用户
158,159,53,Female,Suburban,69811,Travel,10,1,96,4152,Books,332,21,True,0.5615152237856745,高价值,中活跃,中客单,46-55岁,7-14天,5小时以上,其他模式,低频(0-2次),2,高客单用户
159,160,30,Female,Rural,50447,Sports,8,3,50,472,Home & Kitchen,527,1,False,0.5633956821459802,低价值,中活跃,低客单,26-35岁,7-14天,5小时以上,其他模式,中频(3-5次),1,低价值用户
160,161,49,Female,Rural,148046,Travel,15,0,132,2348,Electronics,255,19,False,0.4440393853701748,中等价值,中活跃,中客单,46-55岁,14-21天,2-5小时,其他模式,低频(0-2次),1,低价值用户
161,162,24,Female,Rural,103930,Food,10,8,84,948,Health & Beauty,510,33,False,0.724133192509057,低价值,高活跃,中客单,18-25岁,7-14天,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
162,163,39,Female,Urban,143278,Sports,1,6,51,2656,Apparel,463,4,False,0.6430429400474714,中等价值,高活跃,低客单,36-45岁,7天内登录,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
163,164,45,Male,Suburban,120037,Fashion,29,6,126,2422,Home & Kitchen,199,42,False,0.37014230065982984,中等价值,低活跃,中客单,36-45岁,21-30天,2-5小时,其他模式,高频(6-8次),0,频次型用户
164,165,19,Male,Suburban,50254,Travel,18,2,170,603,Home & Kitchen,271,3,True,0.31409355728935984,低价值,低活跃,高客单,18-25岁,14-21天,2-5小时,其他模式,低频(0-2次),1,低价值用户
165,166,59,Female,Rural,104045,Food,2,2,187,3289,Health & Beauty,558,27,False,0.818105232076136,中高价值,高活跃,高客单,55岁以上,7天内登录,5小时以上,其他模式,低频(0-2次),3,高价值活跃用户
166,167,62,Female,Suburban,136859,Fashion,19,0,72,802,Books,64,41,False,0.4297404972005497,低价值,中活跃,低客单,55岁以上,14-21天,2小时内,其他模式,低频(0-2次),1,低价值用户
167,168,23,Male,Suburban,77418,Fashion,13,2,174,3725,Books,230,35,True,0.5561443675967883,中高价值,中活跃,高客单,18-25岁,7-14天,2-5小时,其他模式,低频(0-2次),2,高客单用户
168,169,45,Female,Rural,134534,Fashion,22,2,196,414,Books,249,28,True,0.4028030845059225,低价值,低活跃,高客单,36-45岁,21-30天,2-5小时,其他模式,低频(0-2次),1,低价值用户
169,170,45,Female,Urban,34472,Fashion,1,3,136,2476,Apparel,246,6,False,0.5466067027812795,中等价值,中活跃,高客单,36-45岁,7天内登录,2-5小时,高频短停留,中频(3-5次),1,低价值用户
170,171,61,Male,Urban,131193,Sports,2,3,185,1140,Health & Beauty,587,6,True,0.7040580105163936,中低价值,高活跃,高客单,55岁以上,7天内登录,5小时以上,其他模式,中频(3-5次),1,低价值用户
171,172,61,Female,Urban,23471,Sports,29,2,142,4478,Health & Beauty,157,44,True,0.3613521401882957,高价值,低活跃,高客单,55岁以上,21-30天,2-5小时,其他模式,低频(0-2次),2,高客单用户
172,173,37,Female,Rural,127332,Sports,16,9,57,3090,Books,564,23,True,0.6099537778383474,中高价值,高活跃,低客单,36-45岁,14-21天,5小时以上,低频长停留,极高频(9-10次),3,高价值活跃用户
173,174,47,Female,Suburban,140312,Food,15,7,12,357,Books,88,33,True,0.44611427208612997,低价值,中活跃,低客单,46-55岁,14-21天,2小时内,其他模式,高频(6-8次),0,频次型用户
174,175,28,Male,Rural,143379,Food,13,7,125,674,Electronics,313,16,True,0.4813871191214382,低价值,中活跃,中客单,26-35岁,7-14天,5小时以上,其他模式,高频(6-8次),0,频次型用户
175,176,45,Male,Rural,115804,Food,16,0,184,4769,Electronics,66,24,True,0.3666605339965702,高价值,低活跃,高客单,36-45岁,14-21天,2小时内,其他模式,低频(0-2次),2,高客单用户
176,177,42,Male,Suburban,28329,Technology,17,6,199,1652,Home & Kitchen,20,5,False,0.21396227272211055,中低价值,低活跃,高客单,36-45岁,14-21天,2小时内,其他模式,高频(6-8次),0,频次型用户
177,178,56,Female,Urban,54865,Food,21,1,108,4618,Home & Kitchen,33,41,False,0.38754795407311504,高价值,低活跃,中客单,55岁以上,14-21天,2小时内,其他模式,低频(0-2次),2,高客单用户
178,179,50,Female,Urban,66850,Sports,29,0,125,857,Health & Beauty,558,42,True,0.5499419667700134,低价值,中活跃,中客单,46-55岁,21-30天,5小时以上,低频长停留,低频(0-2次),1,低价值用户
179,180,18,Male,Rural,74220,Sports,29,2,23,2910,Health & Beauty,73,13,True,0.12948610495951302,中等价值,低活跃,低客单,18-25岁,21-30天,2小时内,其他模式,低频(0-2次),2,高客单用户
180,181,44,Female,Urban,132234,Technology,7,3,121,1204,Apparel,343,47,False,0.7662080792250121,中低价值,高活跃,中客单,36-45岁,7天内登录,5小时以上,其他模式,中频(3-5次),1,低价值用户
181,182,30,Female,Rural,113808,Technology,24,5,70,4624,Apparel,133,12,True,0.22008040611904195,高价值,低活跃,低客单,26-35岁,21-30天,2-5小时,其他模式,中频(3-5次),2,高客单用户
182,183,58,Female,Rural,128381,Food,26,9,168,3559,Electronics,55,5,False,0.11149148808104209,中高价值,低活跃,高客单,55岁以上,21-30天,2小时内,其他模式,极高频(9-10次),0,频次型用户
183,184,20,Female,Suburban,26397,Travel,17,4,104,4092,Home & Kitchen,61,37,True,0.43041486377522625,高价值,中活跃,中客单,18-25岁,14-21天,2小时内,其他模式,中频(3-5次),2,高客单用户
184,185,56,Female,Suburban,117909,Technology,7,3,26,303,Electronics,520,31,False,0.7568966417952825,低价值,高活跃,低客单,55岁以上,7天内登录,5小时以上,其他模式,中频(3-5次),1,低价值用户
185,186,23,Male,Suburban,149004,Fashion,13,7,133,2875,Electronics,272,28,False,0.5343222831703632,中等价值,中活跃,中客单,18-25岁,7-14天,2-5小时,其他模式,高频(6-8次),3,高价值活跃用户
186,187,25,Female,Rural,55525,Sports,5,3,33,2432,Home & Kitchen,246,28,True,0.6279672469989666,中等价值,高活跃,低客单,18-25岁,7天内登录,2-5小时,高频短停留,中频(3-5次),1,低价值用户
187,188,44,Male,Suburban,73072,Fashion,26,9,125,2092,Apparel,176,30,True,0.3251537142402871,中等价值,低活跃,中客单,36-45岁,21-30天,2-5小时,其他模式,极高频(9-10次),0,频次型用户
188,189,26,Female,Urban,110106,Sports,17,1,160,2343,Home & Kitchen,317,18,True,0.44230202264545215,中等价值,中活跃,高客单,26-35岁,14-21天,5小时以上,低频长停留,低频(0-2次),1,低价值用户
189,190,54,Male,Urban,103820,Sports,3,2,91,406,Books,131,44,True,0.694997104016899,低价值,高活跃,中客单,46-55岁,7天内登录,2-5小时,高频短停留,低频(0-2次),1,低价值用户
190,191,50,Female,Rural,104530,Technology,7,5,59,1787,Books,102,27,False,0.5230579310188183,中低价值,中活跃,低客单,46-55岁,7天内登录,2小时内,高频短停留,中频(3-5次),3,高价值活跃用户
191,192,59,Male,Rural,43284,Technology,26,7,88,4209,Books,310,35,True,0.4228778122267271,高价值,中活跃,中客单,55岁以上,21-30天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
192,193,61,Female,Suburban,81330,Fashion,17,7,88,1960,Health & Beauty,292,26,False,0.4787607463686643,中低价值,中活跃,中客单,55岁以上,14-21天,2-5小时,其他模式,高频(6-8次),0,频次型用户
193,194,41,Male,Rural,103369,Sports,7,8,79,2061,Apparel,495,39,True,0.7933553655184946,中低价值,高活跃,中客单,36-45岁,7天内登录,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
194,195,32,Female,Rural,45122,Fashion,21,6,36,822,Apparel,361,49,False,0.6008013355592654,低价值,高活跃,低客单,26-35岁,14-21天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
195,196,49,Male,Urban,90553,Travel,1,1,24,879,Health & Beauty,338,18,True,0.6661528851941445,低价值,高活跃,低客单,46-55岁,7天内登录,5小时以上,其他模式,低频(0-2次),1,低价值用户
196,197,49,Female,Urban,101906,Fashion,17,7,59,628,Electronics,579,33,True,0.6653574551690459,低价值,高活跃,低客单,46-55岁,14-21天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
197,198,41,Male,Suburban,114788,Food,17,6,45,4993,Books,10,25,False,0.3314029050685383,高价值,低活跃,低客单,36-45岁,14-21天,2小时内,其他模式,高频(6-8次),2,高客单用户
198,199,58,Male,Rural,82812,Fashion,11,7,17,443,Books,49,31,True,0.46767015320318445,低价值,中活跃,低客单,55岁以上,7-14天,2小时内,其他模式,高频(6-8次),1,低价值用户
199,200,29,Female,Rural,27999,Food,25,2,88,3886,Electronics,487,37,True,0.5371037897629836,中高价值,中活跃,中客单,26-35岁,21-30天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
200,201,56,Female,Urban,42436,Food,27,6,140,3782,Home & Kitchen,321,2,True,0.21301284453681305,中高价值,低活跃,高客单,55岁以上,21-30天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
201,202,19,Male,Rural,62963,Food,29,9,199,308,Home & Kitchen,569,33,True,0.5003491079236368,低价值,中活跃,高客单,18-25岁,21-30天,5小时以上,低频长停留,极高频(9-10次),0,频次型用户
202,203,20,Female,Urban,22096,Travel,3,8,56,4836,Apparel,133,39,True,0.6653865285680216,高价值,高活跃,低客单,18-25岁,7天内登录,2-5小时,高频短停留,高频(6-8次),3,高价值活跃用户
203,204,54,Male,Suburban,149940,Fashion,15,2,114,3506,Health & Beauty,583,43,False,0.7552519505297945,中高价值,高活跃,中客单,46-55岁,14-21天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
204,205,34,Male,Urban,133737,Fashion,29,9,107,1411,Apparel,83,43,True,0.31816792159267715,中低价值,低活跃,中客单,26-35岁,21-30天,2小时内,其他模式,极高频(9-10次),0,频次型用户
205,206,19,Male,Rural,45279,Travel,21,5,105,2399,Home & Kitchen,57,32,False,0.3444659466457701,中等价值,低活跃,中客单,18-25岁,14-21天,2小时内,其他模式,中频(3-5次),0,频次型用户
206,207,19,Female,Suburban,141092,Sports,11,1,198,3436,Electronics,376,18,True,0.5518512713933654,中高价值,中活跃,高客单,18-25岁,7-14天,5小时以上,其他模式,低频(0-2次),2,高客单用户
207,208,45,Male,Urban,128899,Technology,26,1,169,2047,Apparel,349,17,True,0.3322062848511692,中低价值,低活跃,高客单,36-45岁,21-30天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
208,209,40,Male,Urban,134245,Fashion,28,4,125,1019,Books,271,34,False,0.3705561423233734,低价值,低活跃,中客单,36-45岁,21-30天,2-5小时,其他模式,中频(3-5次),0,频次型用户
209,210,54,Female,Suburban,46201,Technology,16,4,22,2144,Books,483,39,False,0.6673453488240038,中等价值,高活跃,低客单,46-55岁,14-21天,5小时以上,低频长停留,中频(3-5次),1,低价值用户
210,211,49,Female,Suburban,39715,Travel,25,6,10,518,Electronics,111,7,False,0.16511646394784957,低价值,低活跃,低客单,46-55岁,21-30天,2小时内,其他模式,高频(6-8次),0,频次型用户
211,212,50,Female,Urban,49309,Sports,22,1,43,1849,Home & Kitchen,76,42,False,0.4018729628746323,中低价值,低活跃,低客单,46-55岁,21-30天,2小时内,其他模式,低频(0-2次),1,低价值用户
212,213,18,Female,Rural,35078,Sports,28,6,199,2942,Books,158,35,False,0.32008426742984336,中等价值,低活跃,高客单,18-25岁,21-30天,2-5小时,其他模式,高频(6-8次),0,频次型用户
213,214,36,Male,Urban,76614,Sports,9,4,88,1199,Books,532,30,True,0.7301175428435147,中低价值,高活跃,中客单,36-45岁,7-14天,5小时以上,其他模式,中频(3-5次),1,低价值用户
214,215,19,Male,Suburban,25105,Travel,24,5,87,3492,Health & Beauty,329,12,False,0.3182440121290586,中高价值,低活跃,中客单,18-25岁,21-30天,5小时以上,低频长停留,中频(3-5次),2,高客单用户
215,216,61,Male,Urban,137666,Food,24,7,130,2872,Apparel,122,35,False,0.3553875506797043,中等价值,低活跃,中客单,55岁以上,21-30天,2-5小时,其他模式,高频(6-8次),0,频次型用户
216,217,43,Male,Suburban,114848,Food,1,9,102,2580,Home & Kitchen,41,11,True,0.4745478291483539,中等价值,中活跃,中客单,36-45岁,7天内登录,2小时内,高频短停留,极高频(9-10次),3,高价值活跃用户
